layer_id,value_text,occurrences,proposed_code,match_method,similarity_score
"ANATOMY","Face, forehead, eyes, nose, and hairline visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, cheeks, and chin visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, cheeks, and chin visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, cheeks, and chin visible","1","CHIN","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, cheeks, and chin visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, cheeks, and chin visible","1","CHEEK","trigram","0.833"
"ANATOMY","Face, forehead, eyes, nose, lips, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, lips, neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, lips, neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, lips, neck visible","1","LIPS","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, lips, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth and neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth and neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth, neck, and upper torso visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth, neck, and upper torso visible","1","NECK","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth, neck, and upper torso visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth, neck, and upper torso visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth, teeth visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth, teeth visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, eyes, nose, mouth, teeth visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, hairline, and forearm visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, hairline, and forearm visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, hairline, and hands visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, hairline, and hands visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, hairline, nose, lips, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, hairline, nose, lips, and ear visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, hairline, nose, lips, and ear visible","1","LIPS","containment","1.000"
"ANATOMY","Face, forehead, hairline, nose, lips, and ear visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, jaw, and hands visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, jaw, and hands visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, neck, and upper torso visible","1","NECK","containment","1.000"
"ANATOMY","Face, forehead, neck, and upper torso visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, neck, and upper torso visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, nose, cheek, eyes, and ear visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, forehead, nose, cheek, eyes, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, nose, cheek, eyes, and ear visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, nose, cheek, eyes, and ear visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, nose, cheeks, chin, and ear region visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, nose, cheeks, chin, and ear region visible","1","CHIN","containment","1.000"
"ANATOMY","Face, forehead, nose, cheeks, chin, and ear region visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, nose, cheeks, chin, and ear region visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, nose, cheeks, chin, and ear region visible","1","CHEEK","trigram","0.833"
"ANATOMY","Face, forehead, nose, mouth, chin, neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, nose, mouth, chin, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, forehead, nose, mouth, chin, neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, nose, mouth, chin, neck visible","1","CHIN","containment","1.000"
"ANATOMY","Face, forehead, nose, mouth, chin, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, nose, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, forehead, nose, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, nose, neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, nose, neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, forehead, scalp area visible","1","SCALP","containment","1.000"
"ANATOMY","Face, forehead, scalp area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, scalp area visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, scalp hairline, ears, and neck visible","1","SCALP","containment","1.000"
"ANATOMY","Face, forehead, scalp hairline, ears, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, scalp hairline, ears, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, forehead, scalp hairline, ears, and neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, scalp/hairline, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, forehead, scalp/hairline, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, scalp/hairline, and neck visible","1","SCALP","containment","1.000"
"ANATOMY","Face, forehead, scalp/hairline, and neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, temple, and hands visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, temple, and hands visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, temple, ear, hair, and upper arm visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, temple, ear, hair, and upper arm visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, temples, cheeks, and jawline visible","1","FACE","containment","1.000"
"ANATOMY","Face, forehead, temples, cheeks, and jawline visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, forehead, temples, cheeks, and jawline visible","1","JAWLINE","containment","1.000"
"ANATOMY","Face, forehead, temples, cheeks, and jawline visible","1","CHEEK","trigram","0.833"
"ANATOMY","Face, frontal scalp, and upper torso visible","1","FACE","containment","1.000"
"ANATOMY","Face, frontal scalp, and upper torso visible","1","SCALP","containment","1.000"
"ANATOMY","Face, frontal scalp, and upper torso visible","1","FRONTAL_SCALP","containment","1.000"
"ANATOMY","Face, hairline, and forehead visible","1","FACE","containment","1.000"
"ANATOMY","Face, hairline, and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, hairline, and scalp area under headband visible","1","FACE","containment","1.000"
"ANATOMY","Face, hairline, and scalp area under headband visible","1","SCALP","containment","1.000"
"ANATOMY","Face, hairline, and scalp area under headband visible","1","UNDER_EYE","trigram","0.600"
"ANATOMY","Face, hairline, forehead, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, hairline, forehead, and neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, hairline, forehead, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, head, neck, and arms are visible","1","FACE","containment","1.000"
"ANATOMY","Face, head, neck, and arms are visible","1","NECK","containment","1.000"
"ANATOMY","Face, head, neck, and shoulders visible","1","NECK","containment","1.000"
"ANATOMY","Face, head, neck, and shoulders visible","1","FACE","containment","1.000"
"ANATOMY","Face, head, neck, and upper torso visible","1","NECK","containment","1.000"
"ANATOMY","Face, head, neck, and upper torso visible","1","FACE","containment","1.000"
"ANATOMY","Face, including cheek, nose, chin, and ear visible","1","CHIN","containment","1.000"
"ANATOMY","Face, including cheek, nose, chin, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, including cheek, nose, chin, and ear visible","1","NOSE","containment","1.000"
"ANATOMY","Face, including cheek, nose, chin, and ear visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, including forehead, cheeks, nose, chin, and eyes visible","1","NOSE","containment","1.000"
"ANATOMY","Face, including forehead, cheeks, nose, chin, and eyes visible","1","CHIN","containment","1.000"
"ANATOMY","Face, including forehead, cheeks, nose, chin, and eyes visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, including forehead, cheeks, nose, chin, and eyes visible","1","FACE","containment","1.000"
"ANATOMY","Face, including forehead, cheeks, nose, chin, and eyes visible","1","CHEEK","trigram","0.833"
"ANATOMY","Face, including nose, cheek, and forehead area visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, including nose, cheek, and forehead area visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, including nose, cheek, and forehead area visible","1","FACE","containment","1.000"
"ANATOMY","Face, including nose, cheek, and forehead area visible","1","NOSE","containment","1.000"
"ANATOMY","Face, jaw, and cheek area visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jaw, and cheek area visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, and hairline area of reclined man visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, cheek and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, jaw, cheek and neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jaw, cheek and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, cheek, and forearm visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, cheek, and forearm visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jaw, cheek, and neck area visible","1","NECK","containment","1.000"
"ANATOMY","Face, jaw, cheek, and neck area visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, cheek, and neck area visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jaw, cheek, and neck region visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jaw, cheek, and neck region visible","1","NECK","containment","1.000"
"ANATOMY","Face, jaw, cheek, and neck region visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, cheek, ear, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, cheek, ear, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, jaw, cheek, ear, and neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jaw, cheek, neck region visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jaw, cheek, neck region visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, cheek, neck region visible","1","NECK","containment","1.000"
"ANATOMY","Face, jaw, chin, ear, neck visible","1","CHIN","containment","1.000"
"ANATOMY","Face, jaw, chin, ear, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, jaw, chin, ear, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, chin, neck and ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, chin, neck and ear visible","1","NECK","containment","1.000"
"ANATOMY","Face, jaw, chin, neck and ear visible","1","CHIN","containment","1.000"
"ANATOMY","Face, jaw, neck, and ear visible","1","NECK","containment","1.000"
"ANATOMY","Face, jaw, neck, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, neck, and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, jaw, neck, and forehead visible","1","FACE","containment","1.000"
"ANATOMY","Face, jaw, neck, and forehead visible","1","NECK","containment","1.000"
"ANATOMY","Face, jawline, cheek, chin and neck area visible","1","CHIN","containment","1.000"
"ANATOMY","Face, jawline, cheek, chin and neck area visible","1","FACE","containment","1.000"
"ANATOMY","Face, jawline, cheek, chin and neck area visible","1","JAWLINE","containment","1.000"
"ANATOMY","Face, jawline, cheek, chin and neck area visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jawline, cheek, chin and neck area visible","1","NECK","containment","1.000"
"ANATOMY","Face, jawline, cheek, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, jawline, cheek, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, jawline, cheek, neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, jawline, cheek, neck visible","1","JAWLINE","containment","1.000"
"ANATOMY","Face, jawline, neck and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, jawline, neck and forehead visible","1","NECK","containment","1.000"
"ANATOMY","Face, jawline, neck and forehead visible","1","JAWLINE","containment","1.000"
"ANATOMY","Face, jawline, neck and forehead visible","1","FACE","containment","1.000"
"ANATOMY","Face, jawline, scalp visible","1","FACE","containment","1.000"
"ANATOMY","Face, jawline, scalp visible","1","JAWLINE","containment","1.000"
"ANATOMY","Face, jawline, scalp visible","1","SCALP","containment","1.000"
"ANATOMY","Face, mouth, chin, and hands visible","1","FACE","containment","1.000"
"ANATOMY","Face, mouth, chin, and hands visible","1","CHIN","containment","1.000"
"ANATOMY","Face, mouth, hair, and hands visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck and chin visible","1","CHIN","containment","1.000"
"ANATOMY","Face, neck and chin visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck and chin visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and chin visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and chin visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and chin visible","1","CHIN","containment","1.000"
"ANATOMY","Face, neck, and covered eyes visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and covered eyes visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and ear of the reclining person visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and ear of the reclining person visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and ear region visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and ear region visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and ear visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and ear visible with cream coating","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and ear visible with cream coating","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and jaw area visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and jaw area visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and jaw region visible with enlarged/rounded contour","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and jaw region visible with enlarged/rounded contour","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and jawline visible","1","JAWLINE","containment","1.000"
"ANATOMY","Face, neck, and jawline visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and jawline visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and jawline visible with glossy skin texture","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and jawline visible with glossy skin texture","1","JAWLINE","containment","1.000"
"ANATOMY","Face, neck, and jawline visible with glossy skin texture","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and periorbital area visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and periorbital area visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and shoulder area of the reclining person visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and shoulder area of the reclining person visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and shoulder region visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and shoulder region visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and upper chest visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and upper chest visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, and upper shoulder/chest area visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, and upper shoulder/chest area visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, arm, and hand visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, arm, and hand visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, arms, and torso visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, arms, and torso visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, cheek, ear and jaw visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, neck, cheek, ear and jaw visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, cheek, ear and jaw visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, ear, and jaw region visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, ear, and jaw region visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, ears and eye area visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, ears and eye area visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, ears, and shoulders visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, ears, and shoulders visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, jawline, and ear visible","1","JAWLINE","containment","1.000"
"ANATOMY","Face, neck, jawline, and ear visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, jawline, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, jawline, and forehead visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, jawline, and forehead visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, neck, jawline, and forehead visible","1","JAWLINE","containment","1.000"
"ANATOMY","Face, neck, jawline, and forehead visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, shoulder, and arm visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, shoulder, and arm visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, shoulders and upper torso visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, shoulders and upper torso visible","1","NECK","containment","1.000"
"ANATOMY","Face, neck, shoulders visible","1","FACE","containment","1.000"
"ANATOMY","Face, neck, shoulders visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose and upper lip area","1","NOSE","containment","1.000"
"ANATOMY","Face, nose and upper lip area","1","FACE","containment","1.000"
"ANATOMY","Face, nose and upper lip area","1","LIPS","trigram","0.600"
"ANATOMY","Face, nose, and periorbital area visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, and periorbital area visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, and upper lip region visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, and upper lip region visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, and upper lip region visible","1","LIPS","trigram","0.600"
"ANATOMY","Face, nose, cheek, chin, ear, neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, ear, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, ear, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, ear, neck visible","1","CHIN","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, ear, neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, neck, and ear visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, neck, and ear visible","1","CHIN","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, neck, and ear visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, neck, and ear visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, nose, cheek, chin, neck, and ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, cheek, forehead, neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, nose, cheek, forehead, neck visible","1","FOREHEAD","containment","1.000"
"ANATOMY","Face, nose, cheek, forehead, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, cheek, forehead, neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, cheek, forehead, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, cheek, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, cheek, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, cheek, neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, nose, cheek, neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, cheek, neck, and hands visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, cheek, neck, and hands visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, cheek, neck, and hands visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, cheek, neck, and hands visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, nose, cheek, under-eye area visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, cheek, under-eye area visible","1","UNDER_EYE","trigram","1.000"
"ANATOMY","Face, nose, cheek, under-eye area visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, cheek, under-eye area visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, nose, cheek, upper lip area","1","CHEEK","containment","1.000"
"ANATOMY","Face, nose, cheek, upper lip area","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, cheek, upper lip area","1","FACE","containment","1.000"
"ANATOMY","Face, nose, cheek, upper lip area","1","LIPS","trigram","0.600"
"ANATOMY","Face, nose, cheeks, and eye area visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, cheeks, and eye area visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, cheeks, and eye area visible","1","CHEEK","trigram","0.833"
"ANATOMY","Face, nose, eyes, mouth, and arms visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, eyes, mouth, and arms visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, lip, chin region visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, lip, chin region visible","1","CHIN","containment","1.000"
"ANATOMY","Face, nose, lip, chin region visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, lip, chin region visible","1","LIPS","trigram","0.600"
"ANATOMY","Face, nose, lips, and neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, lips, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, lips, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, lips, and neck visible","1","LIPS","containment","1.000"
"ANATOMY","Face, nose, lips, chin, and covered eyes visible","1","CHIN","containment","1.000"
"ANATOMY","Face, nose, lips, chin, and covered eyes visible","1","LIPS","containment","1.000"
"ANATOMY","Face, nose, lips, chin, and covered eyes visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, lips, chin, and covered eyes visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, lips, chin, cheek, eye, ear, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, lips, chin, cheek, eye, ear, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, lips, chin, cheek, eye, ear, and neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, lips, chin, cheek, eye, ear, and neck visible","1","CHEEK","containment","1.000"
"ANATOMY","Face, nose, lips, chin, cheek, eye, ear, and neck visible","1","LIPS","containment","1.000"
"ANATOMY","Face, nose, lips, chin, cheek, eye, ear, and neck visible","1","CHIN","containment","1.000"
"ANATOMY","Face, nose, lips, chin, eyes, ear, and hands visible","1","CHIN","containment","1.000"
"ANATOMY","Face, nose, lips, chin, eyes, ear, and hands visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, lips, chin, eyes, ear, and hands visible","1","LIPS","containment","1.000"
"ANATOMY","Face, nose, lips, chin, eyes, ear, and hands visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, lips, chin, neck, ear, and hands visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, lips, chin, neck, ear, and hands visible","1","CHIN","containment","1.000"
"ANATOMY","Face, nose, lips, chin, neck, ear, and hands visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, lips, chin, neck, ear, and hands visible","1","LIPS","containment","1.000"
"ANATOMY","Face, nose, lips, chin, neck, ear, and hands visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, lips, ears, hands, and forearms visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, lips, ears, hands, and forearms visible","1","LIPS","containment","1.000"
"ANATOMY","Face, nose, lips, ears, hands, and forearms visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, mouth, chin, neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, mouth, chin, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, mouth, chin, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, mouth, chin, neck visible","1","CHIN","containment","1.000"
"ANATOMY","Face, nose, neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, neck visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, nose, upper lip, ear visible","1","NOSE","containment","1.000"
"ANATOMY","Face, nose, upper lip, ear visible","1","FACE","containment","1.000"
"ANATOMY","Face, nose, upper lip, ear visible","1","UPPER_FACE","trigram","0.688"
"ANATOMY","Face, nose, upper lip, ear visible","1","LIPS","trigram","0.600"
"ANATOMY","Face, periorbital area, and arm visible","1","FACE","containment","1.000"
"ANATOMY","Face, scalp hairline, and neck visible","1","SCALP","containment","1.000"
"ANATOMY","Face, scalp hairline, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, scalp hairline, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, scalp/hairline, and neck visible","1","NECK","containment","1.000"
"ANATOMY","Face, scalp/hairline, and neck visible","1","FACE","containment","1.000"
"ANATOMY","Face, scalp/hairline, and neck visible","1","SCALP","containment","1.000"
"ANATOMY","Face: forehead, eyebrows, eyes, nose, lips, chin","1","FOREHEAD","containment","1.000"
"ANATOMY","Face: forehead, eyebrows, eyes, nose, lips, chin","1","CHIN","containment","1.000"
"ANATOMY","Face: forehead, eyebrows, eyes, nose, lips, chin","1","LIPS","containment","1.000"
"ANATOMY","Face: forehead, eyebrows, eyes, nose, lips, chin","1","NOSE","containment","1.000"
"ANATOMY","Face: forehead, eyebrows, eyes, nose, lips, chin","1","FACE","containment","1.000"
"ANATOMY","Face: nose, upper lip, eyes visible","1","FACE","containment","1.000"
"ANATOMY","Face: nose, upper lip, eyes visible","1","NOSE","containment","1.000"
"ANATOMY","Face: nose, upper lip, eyes visible","1","UPPER_FACE","trigram","0.688"
"ANATOMY","Face: nose, upper lip, eyes visible","1","LIPS","trigram","0.600"
"ANATOMY","Face: nose, upper lip, mouth, chin visible","1","FACE","containment","1.000"
"ANATOMY","Face: nose, upper lip, mouth, chin visible","1","CHIN","containment","1.000"
"ANATOMY","Face: nose, upper lip, mouth, chin visible","1","NOSE","containment","1.000"
"ANATOMY","Face: nose, upper lip, mouth, chin visible","1","UPPER_FACE","trigram","0.688"
"ANATOMY","Face: nose, upper lip, mouth, chin visible","1","LIPS","trigram","0.600"
"ANATOMY","Face/cheek and jaw area visible","1","FACE","containment","1.000"
"ANATOMY","Face/cheek and jaw area visible","1","CHEEK","containment","1.000"
"ANATOMY","Faces, heads, necks, arms, and hands visible","1","NECK","trigram","0.800"
"ANATOMY","Faces, heads, necks, arms, and hands visible","1","FACE","trigram","0.800"
"ANATOMY","Facial anatomy depicted in banner imagery","1","FACE","trigram","0.600"
"ANATOMY","Facial anatomy depicted in banner photography","1","FACE","trigram","0.600"
"ANATOMY","Facial anatomy depicted on banner imagery","1","FACE","trigram","0.600"
"ANATOMY","Facial anatomy including cheek, nose, lip, and eyebrow area","1","CHEEK","containment","1.000"
"ANATOMY","Facial anatomy including cheek, nose, lip, and eyebrow area","1","NOSE","containment","1.000"
"ANATOMY","Facial anatomy including cheek, nose, lip, and eyebrow area","1","BROW","trigram","0.600"
"ANATOMY","Facial anatomy including cheek, nose, lip, and eyebrow area","1","FACE","trigram","0.600"
"ANATOMY","Facial anatomy including cheek, nose, lip, and eyebrow area","1","LIPS","trigram","0.600"
"ANATOMY","Facial anatomy including eyes, brows, lips, cheeks, neck visible","1","NECK","containment","1.000"
