"ordinal","asset_id","filename","local_classification","confidence","patient_context","procedure_context","sensitive_text","external_ai_current","human_decision","reviewer","reviewed_at","notes"
"103","4068f3ef-b847-468f-beeb-cd7edb3ff72b","IMG_3588.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"104","4c324fc1-c037-41e1-8354-3ee25cba2185","IMG_9766.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"105","e528504c-cd53-439d-9d54-652509144949","IMG_1164.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"106","7f14c1ff-c2da-453b-8d82-81adf6f70eb2","IMG_0488.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"107","1e28631c-0084-4d85-97bb-794db8dc7b9a","IMG_0960.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"108","e858a451-d587-40d1-b10b-87cd09fa1005","IMG_0984.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"109","faeda324-f0b5-4e31-b7e8-9bea2be1ff05","IMG_1250.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"110","e1bf018d-374a-4984-8aa2-c57ffaa18300","IMG_0573.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"111","13b6d4ee-0d8e-4879-be4e-f7975f3a06ec","IMG_1255.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"112","078d2efc-4ade-46fe-8e9a-b6a0c0214047","IMG_0914.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"113","c72db293-8da2-42e0-b2fc-aaada3218e37","IMG_4816.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"114","a6e32a5c-5596-4e52-9a09-da0067ed320a","IMG_3570.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"115","c44d7a07-0812-4d01-9f29-aca37697798b","IMG_0912.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"116","cff02045-b3c0-441e-a264-e1b280ad47ea","IMG_1370.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"117","7bbeca98-147a-4057-b952-0be4876f0bd7","IMG_6384.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"118","3acf934d-03b6-4632-bb0e-0156db7ad3d6","IMG_0985.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"119","fb11c8ca-4658-4159-a45b-3500873e6f1b","IMG_1044.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"120","d0657a02-b2af-47c1-ada9-85895dcede35","IMG_9763.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"121","0f0b4120-c869-4be2-ab1e-2abf2cb8416c","IMG_0564.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"122","645e0249-c436-4175-a1fd-932a9f8d2823","IMG_0626.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"123","63f37914-55a3-4ef5-a905-eb93635d91b3","IMG_3391.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"124","51766d18-a11a-4641-b4d3-9dcbe1f6fdfc","IMG_0622.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"125","406b9cfb-0bcf-4f9a-bfc0-1417ef22a026","IMG_1261.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"126","e7099c6d-16c6-4766-acf1-da2738ff627e","IMG_0558.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"127","34979d3a-7be3-4ec6-9dc3-7d5fc32f596f","IMG_1981.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"128","36a88611-ca91-45dc-8952-a1e80cd5b6c2","IMG_9754.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"129","b513b8aa-8b91-4f82-b980-8cba7e4b2796","IMG_7166.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
"130","a4d6574d-7819-454b-91df-88cec67c433d","IMG_0947.MP4","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-08T02:31:08Z","Authorized for controlled KDI Claude semantic indexing only; consent, marketing, download and broader rights unchanged."
